region_id,timestamp,val_Betula,extra_rings_Betula
CH,2017-01-04,,-1
CM,2017-01-04,,-1
CO,2017-01-04,,-1
CR,2017-01-04,,-1
CT,2017-01-04,,-1
CV,2017-01-04,,-1
CW,2017-01-04,,-1
DA,2017-01-04,,-1
DD,2017-01-04,,-1
DE,2017-01-04,,-1
DG,2017-01-04,,-1
DH,2017-01-04,,-1
DL,2017-01-04,,-1
DN,2017-01-04,,-1
DT,2017-01-04,,-1
DY,2017-01-04,,-1
E,2017-01-04,,-1
EC,2017-01-04,,-1
EH,2017-01-04,,-1
EN,2017-01-04,,-1
EX,2017-01-04,,-1
FK,2017-01-04,,-1
FY,2017-01-04,,-1
G,2017-01-04,,-1
GL,2017-01-04,,-1
GU,2017-01-04,,-1
GY,2017-01-04,,-1
HA,2017-01-04,,-1
HD,2017-01-04,,-1
HG,2017-01-04,,-1
HP,2017-01-04,,-1
HR,2017-01-04,,-1
HS,2017-01-04,,-1
HU,2017-01-04,,-1
HX,2017-01-04,,-1
IG,2017-01-04,,-1
IM,2017-01-04,,-1
IP,2017-01-04,,-1
IV,2017-01-04,,-1
JE,2017-01-04,,-1
KA,2017-01-04,,-1
KT,2017-01-04,,-1
KW,2017-01-04,,-1
KY,2017-01-04,,-1
L,2017-01-04,,-1
LA,2017-01-04,,-1
LD,2017-01-04,,-1
LE,2017-01-04,,-1
LL,2017-01-04,,-1
LN,2017-01-04,,-1
LS,2017-01-04,,-1
LU,2017-01-04,,-1
M,2017-01-04,,-1
ME,2017-01-04,,-1
MK,2017-01-04,,-1
ML,2017-01-04,,-1
N,2017-01-04,,-1
NE,2017-01-04,,-1
NG,2017-01-04,,-1
NN,2017-01-04,,-1
NP,2017-01-04,,-1
NR,2017-01-04,,-1
NW,2017-01-04,,-1
OL,2017-01-04,,-1
OX,2017-01-04,,-1
PA,2017-01-04,,-1
PE,2017-01-04,,-1
PH,2017-01-04,,-1
PL,2017-01-04,,-1
PO,2017-01-04,,-1
PR,2017-01-04,,-1
RG,2017-01-04,,-1
RH,2017-01-04,,-1
RM,2017-01-04,,-1
S,2017-01-04,,-1
SA,2017-01-04,,-1
SE,2017-01-04,,-1
SG,2017-01-04,,-1
SK,2017-01-04,,-1
SL,2017-01-04,,-1
SM,2017-01-04,,-1
SN,2017-01-04,,-1
SO,2017-01-04,,-1
SP,2017-01-04,,-1
SR,2017-01-04,,-1
SS,2017-01-04,,-1
ST,2017-01-04,,-1
SW,2017-01-04,,-1
SY,2017-01-04,,-1
TA,2017-01-04,,-1
TD,2017-01-04,,-1
TF,2017-01-04,,-1
TN,2017-01-04,,-1
TQ,2017-01-04,,-1
TR,2017-01-04,,-1
TS,2017-01-04,,-1
TW,2017-01-04,,-1
UB,2017-01-04,,-1
W,2017-01-04,,-1
WA,2017-01-04,,-1
WC,2017-01-04,,-1
WD,2017-01-04,,-1
WF,2017-01-04,,-1
WN,2017-01-04,,-1
WR,2017-01-04,,-1
WS,2017-01-04,,-1
WV,2017-01-04,,-1
YO,2017-01-04,,-1
ZE,2017-01-04,,-1
AB,2017-01-05,,-1
AL,2017-01-05,,-1
B,2017-01-05,,-1
BA,2017-01-05,,-1
BB,2017-01-05,,-1
BD,2017-01-05,,-1
BH,2017-01-05,,-1
BL,2017-01-05,,-1
BN,2017-01-05,,-1
BR,2017-01-05,,-1
BS,2017-01-05,,-1
BT,2017-01-05,,-1
CA,2017-01-05,,-1
CB,2017-01-05,,-1
CF,2017-01-05,,-1
CH,2017-01-05,,-1
CM,2017-01-05,,-1
CO,2017-01-05,,-1
CR,2017-01-05,,-1
CT,2017-01-05,,-1
CV,2017-01-05,,-1
CW,2017-01-05,,-1
DA,2017-01-05,,-1
DD,2017-01-05,,-1
DE,2017-01-05,,-1
DG,2017-01-05,,-1
DH,2017-01-05,,-1
DL,2017-01-05,,-1
DN,2017-01-05,,-1
DT,2017-01-05,,-1
DY,2017-01-05,,-1
E,2017-01-05,,-1
EC,2017-01-05,,-1
EH,2017-01-05,,-1
EN,2017-01-05,,-1
EX,2017-01-05,,-1
FK,2017-01-05,,-1
FY,2017-01-05,,-1
G,2017-01-05,,-1
GL,2017-01-05,,-1
GU,2017-01-05,,-1
GY,2017-01-05,,-1
HA,2017-01-05,,-1
HD,2017-01-05,,-1
HG,2017-01-05,,-1
HP,2017-01-05,,-1
HR,2017-01-05,,-1
HS,2017-01-05,,-1
HU,2017-01-05,,-1
HX,2017-01-05,,-1
IG,2017-01-05,,-1
IM,2017-01-05,,-1
IP,2017-01-05,,-1
IV,2017-01-05,,-1
JE,2017-01-05,,-1
KA,2017-01-05,,-1
KT,2017-01-05,,-1
KW,2017-01-05,,-1
KY,2017-01-05,,-1
L,2017-01-05,,-1
LA,2017-01-05,,-1
LD,2017-01-05,,-1
LE,2017-01-05,,-1
LL,2017-01-05,,-1
LN,2017-01-05,,-1
LS,2017-01-05,,-1
LU,2017-01-05,,-1
M,2017-01-05,,-1
ME,2017-01-05,,-1
MK,2017-01-05,,-1
ML,2017-01-05,,-1
N,2017-01-05,,-1
NE,2017-01-05,,-1
NG,2017-01-05,,-1
NN,2017-01-05,,-1
NP,2017-01-05,,-1
NR,2017-01-05,,-1
NW,2017-01-05,,-1
OL,2017-01-05,,-1
OX,2017-01-05,,-1
PA,2017-01-05,,-1
PE,2017-01-05,,-1
PH,2017-01-05,,-1
PL,2017-01-05,,-1
PO,2017-01-05,,-1
PR,2017-01-05,,-1
RG,2017-01-05,,-1
RH,2017-01-05,,-1
RM,2017-01-05,,-1
S,2017-01-05,,-1
SA,2017-01-05,,-1
SE,2017-01-05,,-1
SG,2017-01-05,,-1
SK,2017-01-05,,-1
SL,2017-01-05,,-1
SM,2017-01-05,,-1
SN,2017-01-05,,-1
SO,2017-01-05,,-1
SP,2017-01-05,,-1
SR,2017-01-05,,-1
SS,2017-01-05,,-1
ST,2017-01-05,,-1
SW,2017-01-05,,-1
SY,2017-01-05,,-1
TA,2017-01-05,,-1
TD,2017-01-05,,-1
TF,2017-01-05,,-1
TN,2017-01-05,,-1
TQ,2017-01-05,,-1
TR,2017-01-05,,-1
TS,2017-01-05,,-1
TW,2017-01-05,,-1
UB,2017-01-05,,-1
W,2017-01-05,,-1
WA,2017-01-05,,-1
WC,2017-01-05,,-1
WD,2017-01-05,,-1
WF,2017-01-05,,-1
WN,2017-01-05,,-1
WR,2017-01-05,,-1
WS,2017-01-05,,-1
WV,2017-01-05,,-1
YO,2017-01-05,,-1
ZE,2017-01-05,,-1
AB,2017-01-06,,-1
AL,2017-01-06,,-1
B,2017-01-06,,-1
BA,2017-01-06,,-1
BB,2017-01-06,,-1
BD,2017-01-06,,-1
BH,2017-01-06,,-1
BL,2017-01-06,,-1
BN,2017-01-06,,-1
BR,2017-01-06,,-1
BS,2017-01-06,,-1
BT,2017-01-06,,-1
CA,2017-01-06,,-1
CB,2017-01-06,,-1
CF,2017-01-06,,-1
CH,2017-01-06,,-1
CM,2017-01-06,,-1
CO,2017-01-06,,-1
CR,2017-01-06,,-1
CT,2017-01-06,,-1
CV,2017-01-06,,-1
CW,2017-01-06,,-1
DA,2017-01-06,,-1
DD,2017-01-06,,-1
DE,2017-01-06,,-1
DG,2017-01-06,,-1
DH,2017-01-06,,-1
DL,2017-01-06,,-1
DN,2017-01-06,,-1
DT,2017-01-06,,-1
DY,2017-01-06,,-1
E,2017-01-06,,-1
EC,2017-01-06,,-1
EH,2017-01-06,,-1
EN,2017-01-06,,-1
EX,2017-01-06,,-1
FK,2017-01-06,,-1
FY,2017-01-06,,-1
G,2017-01-06,,-1
GL,2017-01-06,,-1
GU,2017-01-06,,-1
GY,2017-01-06,,-1
HA,2017-01-06,,-1
HD,2017-01-06,,-1
HG,2017-01-06,,-1
HP,2017-01-06,,-1
HR,2017-01-06,,-1
HS,2017-01-06,,-1
HU,2017-01-06,,-1
HX,2017-01-06,,-1
IG,2017-01-06,,-1
IM,2017-01-06,,-1
IP,2017-01-06,,-1
IV,2017-01-06,,-1
JE,2017-01-06,,-1
KA,2017-01-06,,-1
KT,2017-01-06,,-1
KW,2017-01-06,,-1
KY,2017-01-06,,-1
L,2017-01-06,,-1
LA,2017-01-06,,-1
LD,2017-01-06,,-1
LE,2017-01-06,,-1
LL,2017-01-06,,-1
LN,2017-01-06,,-1
LS,2017-01-06,,-1
LU,2017-01-06,,-1
M,2017-01-06,,-1
ME,2017-01-06,,-1
MK,2017-01-06,,-1
ML,2017-01-06,,-1
N,2017-01-06,,-1
NE,2017-01-06,,-1
NG,2017-01-06,,-1
NN,2017-01-06,,-1
NP,2017-01-06,,-1
NR,2017-01-06,,-1
NW,2017-01-06,,-1
OL,2017-01-06,,-1
OX,2017-01-06,,-1
PA,2017-01-06,,-1
PE,2017-01-06,,-1
PH,2017-01-06,,-1
PL,2017-01-06,,-1
PO,2017-01-06,,-1
PR,2017-01-06,,-1
RG,2017-01-06,,-1
RH,2017-01-06,,-1
RM,2017-01-06,,-1
S,2017-01-06,,-1
SA,2017-01-06,,-1
SE,2017-01-06,,-1
SG,2017-01-06,,-1
SK,2017-01-06,,-1
SL,2017-01-06,,-1
SM,2017-01-06,,-1
SN,2017-01-06,,-1
SO,2017-01-06,,-1
SP,2017-01-06,,-1
SR,2017-01-06,,-1
SS,2017-01-06,,-1
ST,2017-01-06,,-1
SW,2017-01-06,,-1
SY,2017-01-06,,-1
TA,2017-01-06,,-1
TD,2017-01-06,,-1
TF,2017-01-06,,-1
TN,2017-01-06,,-1
TQ,2017-01-06,,-1
TR,2017-01-06,,-1
TS,2017-01-06,,-1
TW,2017-01-06,,-1
UB,2017-01-06,,-1
W,2017-01-06,,-1
WA,2017-01-06,,-1
WC,2017-01-06,,-1
WD,2017-01-06,,-1
WF,2017-01-06,,-1
WN,2017-01-06,,-1
WR,2017-01-06,,-1
WS,2017-01-06,,-1
WV,2017-01-06,,-1
YO,2017-01-06,,-1
ZE,2017-01-06,,-1
AB,2017-01-07,,-1
AL,2017-01-07,,-1
B,2017-01-07,,-1
BA,2017-01-07,,-1
BB,2017-01-07,,-1
BD,2017-01-07,,-1
BH,2017-01-07,,-1
BL,2017-01-07,,-1
BN,2017-01-07,,-1
BR,2017-01-07,,-1
BS,2017-01-07,,-1
BT,2017-01-07,,-1
CA,2017-01-07,,-1
CB,2017-01-07,,-1
CF,2017-01-07,,-1
CH,2017-01-07,,-1
CM,2017-01-07,,-1
CO,2017-01-07,,-1
CR,2017-01-07,,-1
CT,2017-01-07,,-1
CV,2017-01-07,,-1
CW,2017-01-07,,-1
DA,2017-01-07,,-1
DD,2017-01-07,,-1
DE,2017-01-07,,-1
DG,2017-01-07,,-1
DH,2017-01-07,,-1
DL,2017-01-07,,-1
DN,2017-01-07,,-1
DT,2017-01-07,,-1
DY,2017-01-07,,-1
E,2017-01-07,,-1
EC,2017-01-07,,-1
EH,2017-01-07,,-1
EN,2017-01-07,,-1
EX,2017-01-07,,-1
FK,2017-01-07,,-1
FY,2017-01-07,,-1
G,2017-01-07,,-1
GL,2017-01-07,,-1
GU,2017-01-07,,-1
GY,2017-01-07,,-1
HA,2017-01-07,,-1
HD,2017-01-07,,-1
HG,2017-01-07,,-1
HP,2017-01-07,,-1
HR,2017-01-07,,-1
HS,2017-01-07,,-1
HU,2017-01-07,,-1
HX,2017-01-07,,-1
IG,2017-01-07,,-1
IM,2017-01-07,,-1
IP,2017-01-07,,-1
IV,2017-01-07,,-1
JE,2017-01-07,,-1
KA,2017-01-07,,-1
KT,2017-01-07,,-1
KW,2017-01-07,,-1
KY,2017-01-07,,-1
L,2017-01-07,,-1
LA,2017-01-07,,-1
LD,2017-01-07,,-1
LE,2017-01-07,,-1
LL,2017-01-07,,-1
LN,2017-01-07,,-1
LS,2017-01-07,,-1
LU,2017-01-07,,-1
M,2017-01-07,,-1
ME,2017-01-07,,-1
MK,2017-01-07,,-1
ML,2017-01-07,,-1
N,2017-01-07,,-1
NE,2017-01-07,,-1
NG,2017-01-07,,-1
NN,2017-01-07,,-1
NP,2017-01-07,,-1
NR,2017-01-07,,-1
NW,2017-01-07,,-1
OL,2017-01-07,,-1
OX,2017-01-07,,-1
PA,2017-01-07,,-1
PE,2017-01-07,,-1
PH,2017-01-07,,-1
PL,2017-01-07,,-1
PO,2017-01-07,,-1
PR,2017-01-07,,-1
RG,2017-01-07,,-1
RH,2017-01-07,,-1
RM,2017-01-07,,-1
S,2017-01-07,,-1
SA,2017-01-07,,-1
SE,2017-01-07,,-1
SG,2017-01-07,,-1
SK,2017-01-07,,-1
SL,2017-01-07,,-1
SM,2017-01-07,,-1
SN,2017-01-07,,-1
SO,2017-01-07,,-1
SP,2017-01-07,,-1
SR,2017-01-07,,-1
SS,2017-01-07,,-1
ST,2017-01-07,,-1
SW,2017-01-07,,-1
SY,2017-01-07,,-1
TA,2017-01-07,,-1
TD,2017-01-07,,-1
TF,2017-01-07,,-1
TN,2017-01-07,,-1
TQ,2017-01-07,,-1
TR,2017-01-07,,-1
TS,2017-01-07,,-1
TW,2017-01-07,,-1
UB,2017-01-07,,-1
W,2017-01-07,,-1
WA,2017-01-07,,-1
WC,2017-01-07,,-1
WD,2017-01-07,,-1
WF,2017-01-07,,-1
WN,2017-01-07,,-1
WR,2017-01-07,,-1
WS,2017-01-07,,-1
WV,2017-01-07,,-1
YO,2017-01-07,,-1
ZE,2017-01-07,,-1
AB,2017-01-08,,-1
AL,2017-01-08,,-1
B,2017-01-08,,-1
BA,2017-01-08,,-1
BB,2017-01-08,,-1
BD,2017-01-08,,-1
BH,2017-01-08,,-1
BL,2017-01-08,,-1
BN,2017-01-08,,-1
BR,2017-01-08,,-1
BS,2017-01-08,,-1
BT,2017-01-08,,-1
CA,2017-01-08,,-1
CB,2017-01-08,,-1
CF,2017-01-08,,-1
CH,2017-01-08,,-1
CM,2017-01-08,,-1
CO,2017-01-08,,-1
CR,2017-01-08,,-1
CT,2017-01-08,,-1
CV,2017-01-08,,-1
CW,2017-01-08,,-1
DA,2017-01-08,,-1
DD,2017-01-08,,-1
DE,2017-01-08,,-1
DG,2017-01-08,,-1
DH,2017-01-08,,-1
DL,2017-01-08,,-1
DN,2017-01-08,,-1
DT,2017-01-08,,-1
DY,2017-01-08,,-1
E,2017-01-08,,-1
EC,2017-01-08,,-1
EH,2017-01-08,,-1
EN,2017-01-08,,-1
EX,2017-01-08,,-1
FK,2017-01-08,,-1
FY,2017-01-08,,-1
G,2017-01-08,,-1
GL,2017-01-08,,-1
GU,2017-01-08,,-1
GY,2017-01-08,,-1
HA,2017-01-08,,-1
HD,2017-01-08,,-1
HG,2017-01-08,,-1
HP,2017-01-08,,-1
HR,2017-01-08,,-1
HS,2017-01-08,,-1
HU,2017-01-08,,-1
HX,2017-01-08,,-1
IG,2017-01-08,,-1
IM,2017-01-08,,-1
IP,2017-01-08,,-1
IV,2017-01-08,,-1
JE,2017-01-08,,-1
KA,2017-01-08,,-1
KT,2017-01-08,,-1
KW,2017-01-08,,-1
KY,2017-01-08,,-1
L,2017-01-08,,-1
LA,2017-01-08,,-1
LD,2017-01-08,,-1
LE,2017-01-08,,-1
LL,2017-01-08,,-1
LN,2017-01-08,,-1
LS,2017-01-08,,-1
LU,2017-01-08,,-1
M,2017-01-08,,-1
ME,2017-01-08,,-1
MK,2017-01-08,,-1
ML,2017-01-08,,-1
N,2017-01-08,,-1
NE,2017-01-08,,-1
NG,2017-01-08,,-1
NN,2017-01-08,,-1
NP,2017-01-08,,-1
NR,2017-01-08,,-1
NW,2017-01-08,,-1
OL,2017-01-08,,-1
OX,2017-01-08,,-1
PA,2017-01-08,,-1
PE,2017-01-08,,-1
PH,2017-01-08,,-1
PL,2017-01-08,,-1
PO,2017-01-08,,-1
PR,2017-01-08,,-1
RG,2017-01-08,,-1
RH,2017-01-08,,-1
RM,2017-01-08,,-1
S,2017-01-08,,-1
SA,2017-01-08,,-1
SE,2017-01-08,,-1
SG,2017-01-08,,-1
SK,2017-01-08,,-1
SL,2017-01-08,,-1
SM,2017-01-08,,-1
SN,2017-01-08,,-1
SO,2017-01-08,,-1
SP,2017-01-08,,-1
SR,2017-01-08,,-1
SS,2017-01-08,,-1
ST,2017-01-08,,-1
SW,2017-01-08,,-1
SY,2017-01-08,,-1
TA,2017-01-08,,-1
TD,2017-01-08,,-1
TF,2017-01-08,,-1
TN,2017-01-08,,-1
TQ,2017-01-08,,-1
TR,2017-01-08,,-1
TS,2017-01-08,,-1
TW,2017-01-08,,-1
UB,2017-01-08,,-1
W,2017-01-08,,-1
WA,2017-01-08,,-1
WC,2017-01-08,,-1
WD,2017-01-08,,-1
WF,2017-01-08,,-1
WN,2017-01-08,,-1
WR,2017-01-08,,-1
WS,2017-01-08,,-1
WV,2017-01-08,,-1
YO,2017-01-08,,-1
ZE,2017-01-08,,-1
AB,2017-01-09,,-1
AL,2017-01-09,,-1
B,2017-01-09,,-1
BA,2017-01-09,,-1
BB,2017-01-09,,-1
BD,2017-01-09,,-1
BH,2017-01-09,,-1
